HIT level;;;;5;40;40;40;5;5;5;5;;;;;;;;;;;;;;;;;
#;;;;AC1;D1a;D1b;D1c;D2a;D2b;D3;AC2;;;;;;;;;Status;AC1;D1A;D1B;D1C;D2A;D2B;D3;AC2
98;264,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
99;1457;0,1447;0,5137;0;7;0;0;0;41;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;41;0;0
100;612,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
101;636,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
102;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
103;209,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
104;136,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
105;1295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
106;1730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
107;329,3;0,155;0,836;0;5;0;0;0;31;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;31;0;0
108;102,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
109;649,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
110;1009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
111;1584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
112;567,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
113;112,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
114;560,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
115;222,5;0,5406;0,5719;7;0;0;22;0;12;0;0;1;0;0;0;0;1;0;0;10000100;7;0;0;0;0;12;0;0
116;66,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
117;198,1;1,258;0,1187;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000000;11;0;0;0;0;0;0;0
118;1716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
119;235,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
120;537,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
121;802,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
122;106,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
123;521,5;0,2709;0,8117;0;6;0;0;0;23;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;23;0;0
124;143,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
125;394,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
126;51,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
127;122,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
128;176,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
129;514,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
130;278,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
131;575,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
132;170,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
133;402,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
134;1448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
135;619,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
136;193,5;0,1202;2,982;0;0;0;28;0;7;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;7;0;0
137;64,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
138;419,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
139;821,7;0,4561;0,4308;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000000;18;0;0;0;0;0;0;0
140;1180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
141;2050;0,1527;0,9008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
142;696,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
143;740,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
144;60,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
145;180,3;0,2274;0,86;0;12;0;0;0;16;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;16;0;0
146;330,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
147;259,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
148;474;0,3462;0,75;13;0;0;0;0;0;0;35;1;0;0;0;0;0;0;1;10000001;13;0;0;0;0;0;0;35
149;1519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
150;58,13;1,994;3,087;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000000;5;0;0;0;0;0;0;0
151;397,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
152;321,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
153;310,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
154;123,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
155;2141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
156;173,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
157;497,1;0,6386;0,2983;0;4;0;0;0;0;0;32;0;0;0;0;0;0;0;1;00000001;0;0;0;0;0;0;0;32
158;274,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
159;150,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
160;223,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
161;135,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
162;611,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
163;541,4;1,218;1,429;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;12;0;0
164;1098;0,5225;0,6575;0;0;0;5;0;0;0;10;0;0;0;0;0;0;0;1;00000001;0;0;0;0;0;0;0;10
165;121,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
166;2041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
167;355,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
168;218;0,6075;0,9048;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000000;22;0;0;0;0;0;0;0
169;143,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
170;872;0,7108;0,08364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
171;366,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
172;1140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
173;609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
174;221,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
175;284,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
176;334,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
177;148,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
178;715;0,2808;0,4935;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1;00000001;0;0;0;0;0;0;0;13
179;164,5;0,3249;0,3252;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
180;290,1;1,15;0,5639;0;0;0;6;0;28;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;28;0;0
181;743,2;0,2175;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
182;2025;0,3872;7,434;0;0;0;2;0;12;14;16;0;0;0;0;0;1;1;1;00000111;0;0;0;0;0;12;14;16
183;619,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
184;847,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
185;376,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
186;57,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
187;393,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
188;68,34;1,008;1,605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
189;261,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
190;2430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
191;880,3;0,08536;0,2951;0;0;8;0;10;0;42;5;0;0;0;0;1;0;1;0;00001010;0;0;0;0;10;0;42;0
192;1358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
193;538,8;0,4745;0,52;0;11;0;0;0;16;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;16;0;0
194;343,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
195;1110;0,2593;0,7349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
196;1404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
197;123,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
198;212,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
199;385,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
200;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
201;405,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
202;1653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
203;604,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
204;176,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
205;590,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
206;381,2;0,06135;0,4383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
207;129,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
208;594,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
209;1511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
210;131,2;0,9027;0,5853;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000000;13;0;0;0;0;0;0;0
211;848,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
212;2747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
213;108,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
214;614,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
215;86,15;1,458;1,567;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10000000;8;0;0;0;0;0;0;0
216;484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00000000;0;0;0;0;0;0;0;0
217;216,4;0,1417;0,73;0;9;0;0;0;20;0;0;0;0;0;0;0;1;0;0;00000100;0;0;0;0;0;20;0;0
